Date,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits
2025-02-21 00:00:00-05:00,45.47999954223633,45.79999923706055,39.5,39.834999084472656,39.834999084472656,22147000,0.0,0.0
2025-02-24 00:00:00-05:00,37.900001525878906,38.18000030517578,34.03099822998047,36.220001220703125,36.220001220703125,21806800,0.0,0.0
2025-02-25 00:00:00-05:00,35.20000076293945,36.47800064086914,32.72999954223633,34.209999084472656,34.209999084472656,14779000,0.0,0.0
2025-02-26 00:00:00-05:00,35.97999954223633,37.91999816894531,35.130001068115234,35.97999954223633,35.97999954223633,12278900,0.0,0.0
2025-02-27 00:00:00-05:00,37.69499969482422,38.04999923706055,31.709999084472656,32.04999923706055,32.04999923706055,16716300,0.0,0.0
2025-02-28 00:00:00-05:00,30.8700008392334,33.56999969482422,30.25,32.4900016784668,32.4900016784668,11659600,0.0,0.0
2025-03-03 00:00:00-05:00,32.80500030517578,33.18000030517578,27.584999084472656,28.100000381469727,28.100000381469727,18060700,0.0,0.0
2025-03-04 00:00:00-05:00,27.5049991607666,30.920000076293945,26.209999084472656,29.610000610351562,29.610000610351562,18510300,0.0,0.0
2025-03-05 00:00:00-05:00,30.959999084472656,31.18000030517578,29.31999969482422,30.170000076293945,30.170000076293945,12909200,0.0,0.0
2025-03-06 00:00:00-05:00,27.770000457763672,28.469999313354492,26.25,26.799999237060547,26.799999237060547,17638100,0.0,0.0
2025-03-07 00:00:00-05:00,26.93000030517578,28.350000381469727,26.200000762939453,27.989999771118164,27.989999771118164,11067900,0.0,0.0
2025-03-10 00:00:00-04:00,27.350000381469727,27.579999923706055,24.860000610351562,26.209999084472656,26.209999084472656,15940200,0.0,0.0
2025-03-11 00:00:00-04:00,26.5049991607666,26.729999542236328,24.360000610351562,25.450000762939453,25.450000762939453,12588700,0.0,0.0
2025-03-12 00:00:00-04:00,26.559999465942383,28.5,25.700000762939453,28.399999618530273,28.399999618530273,19285900,0.0,0.0
2025-03-13 00:00:00-04:00,27.979999542236328,28.5,26.030000686645508,26.170000076293945,26.170000076293945,9164500,0.0,0.0
2025-03-14 00:00:00-04:00,26.90999984741211,28.809999465942383,26.850000381469727,28.75,28.75,10634600,0.0,0.0
2025-03-17 00:00:00-04:00,28.989999771118164,29.1299991607666,27.100000381469727,28.290000915527344,28.290000915527344,8252800,0.0,0.0
2025-03-18 00:00:00-04:00,27.770000457763672,28.010000228881836,25.6200008392334,25.670000076293945,25.670000076293945,9837800,0.0,0.0
2025-03-19 00:00:00-04:00,26.100000381469727,28.200000762939453,25.969999313354492,27.579999923706055,27.579999923706055,10194400,0.0,0.0
2025-03-20 00:00:00-04:00,27.0,28.3799991607666,25.950000762939453,26.174999237060547,26.174999237060547,9921200,0.0,0.0
2025-03-21 00:00:00-04:00,25.809999465942383,27.0,25.540000915527344,26.979999542236328,26.979999542236328,6922700,0.0,0.0
2025-03-24 00:00:00-04:00,27.770000457763672,29.540000915527344,27.649999618530273,29.190000534057617,29.190000534057617,10013800,0.0,0.0
2025-03-25 00:00:00-04:00,29.0,29.350000381469727,26.90999984741211,27.170000076293945,27.170000076293945,10464600,0.0,0.0
2025-03-26 00:00:00-04:00,26.6299991607666,26.700000762939453,23.84000015258789,24.709999084472656,24.709999084472656,19905300,0.0,0.0
2025-03-27 00:00:00-04:00,23.399999618530273,25.700000762939453,23.049999237060547,25.40999984741211,25.40999984741211,15935200,0.0,0.0
2025-03-28 00:00:00-04:00,24.760000228881836,25.0,21.7549991607666,22.309999465942383,22.309999465942383,24931500,0.0,0.0
2025-03-31 00:00:00-04:00,21.114999771118164,21.799999237060547,20.719999313354492,21.110000610351562,21.110000610351562,13795000,0.0,0.0
2025-04-01 00:00:00-04:00,21.65999984741211,22.75,20.6200008392334,22.690000534057617,22.690000534057617,15299500,0.0,0.0
2025-04-02 00:00:00-04:00,22.1299991607666,24.719999313354492,22.090999603271484,24.450000762939453,24.450000762939453,18863700,0.0,0.0
2025-04-03 00:00:00-04:00,21.600000381469727,23.100000381469727,21.530000686645508,21.770000457763672,21.770000457763672,11659300,0.0,0.0
2025-04-04 00:00:00-04:00,20.780000686645508,21.099000930786133,18.979999542236328,20.290000915527344,20.290000915527344,14053000,0.0,0.0
2025-04-07 00:00:00-04:00,18.739999771118164,21.899999618530273,18.309999465942383,21.049999237060547,21.049999237060547,12653700,0.0,0.0
2025-04-08 00:00:00-04:00,22.520000457763672,22.75,19.65999984741211,20.059999465942383,20.059999465942383,11102200,0.0,0.0
2025-04-09 00:00:00-04:00,20.520000457763672,23.996999740600586,18.891000747680664,23.459999084472656,23.459999084472656,17685400,0.0,0.0
2025-04-10 00:00:00-04:00,22.764999389648438,22.81999969482422,20.40999984741211,21.040000915527344,21.040000915527344,8709500,0.0,0.0
2025-04-11 00:00:00-04:00,21.0,21.665000915527344,20.260000228881836,21.510000228881836,21.510000228881836,5470200,0.0,0.0
2025-04-14 00:00:00-04:00,22.31999969482422,22.777999877929688,20.510000228881836,20.729999542236328,20.729999542236328,6091000,0.0,0.0
2025-04-15 00:00:00-04:00,21.309999465942383,21.579999923706055,20.80299949645996,21.329999923706055,21.329999923706055,4681500,0.0,0.0
2025-04-16 00:00:00-04:00,20.6299991607666,21.30500030517578,20.510000228881836,21.079999923706055,21.079999923706055,4473300,0.0,0.0
2025-04-17 00:00:00-04:00,21.31999969482422,21.850000381469727,21.02199935913086,21.530000686645508,21.530000686645508,3973000,0.0,0.0
2025-04-21 00:00:00-04:00,21.239999771118164,21.350000381469727,20.25,20.719999313354492,20.719999313354492,4267900,0.0,0.0
2025-04-22 00:00:00-04:00,21.149999618530273,22.03499984741211,21.020000457763672,21.860000610351562,21.860000610351562,4708700,0.0,0.0
2025-04-23 00:00:00-04:00,23.25,23.785999298095703,22.549999237060547,22.959999084472656,22.959999084472656,7949000,0.0,0.0
2025-04-24 00:00:00-04:00,23.084999084472656,24.618999481201172,22.93199920654297,24.459999084472656,24.459999084472656,5588700,0.0,0.0
2025-04-25 00:00:00-04:00,24.56999969482422,25.079999923706055,23.860000610351562,24.479999542236328,24.479999542236328,5825700,0.0,0.0
2025-04-28 00:00:00-04:00,24.204999923706055,24.599000930786133,23.309999465942383,24.110000610351562,24.110000610351562,3609700,0.0,0.0
2025-04-29 00:00:00-04:00,24.110000610351562,24.415000915527344,23.700000762939453,23.860000610351562,23.860000610351562,3404800,0.0,0.0
2025-04-30 00:00:00-04:00,22.5,22.799999237060547,21.450000762939453,22.729999542236328,22.729999542236328,6099400,0.0,0.0
2025-05-01 00:00:00-04:00,25.024999618530273,25.709999084472656,23.920000076293945,23.924999237060547,23.924999237060547,7475300,0.0,0.0
2025-05-02 00:00:00-04:00,24.649999618530273,25.615999221801758,24.389999389648438,25.399999618530273,25.399999618530273,6124600,0.0,0.0
2025-05-05 00:00:00-04:00,24.600000381469727,24.65999984741211,23.729999542236328,23.799999237060547,23.799999237060547,4599900,0.0,0.0
2025-05-06 00:00:00-04:00,23.299999237060547,25.06999969482422,23.25,25.040000915527344,25.040000915527344,6024100,0.0,0.0
2025-05-07 00:00:00-04:00,27.549999237060547,27.8700008392334,26.260000228881836,27.450000762939453,27.450000762939453,17862900,0.0,0.0
2025-05-08 00:00:00-04:00,27.84000015258789,28.59000015258789,27.299999237060547,28.219999313354492,28.219999313354492,6853800,0.0,0.0
2025-05-09 00:00:00-04:00,28.350000381469727,29.079999923706055,27.200000762939453,28.270000457763672,28.270000457763672,8477300,0.0,0.0
2025-05-12 00:00:00-04:00,32.31999969482422,33.72999954223633,31.1299991607666,33.34000015258789,33.34000015258789,16292600,0.0,0.0
2025-05-13 00:00:00-04:00,33.34000015258789,35.97999954223633,32.880001068115234,35.27000045776367,35.27000045776367,13897500,0.0,0.0
2025-05-14 00:00:00-04:00,35.67499923706055,36.650001525878906,34.45000076293945,36.119998931884766,36.119998931884766,12529700,0.0,0.0
2025-05-15 00:00:00-04:00,35.06999969482422,36.790000915527344,34.880001068115234,35.790000915527344,35.790000915527344,11205600,0.0,0.0
2025-05-16 00:00:00-04:00,36.345001220703125,38.13999938964844,36.19200134277344,37.31999969482422,37.31999969482422,16647200,0.0,0.0
2025-05-19 00:00:00-04:00,35.79999923706055,37.93000030517578,35.68000030517578,37.560001373291016,37.560001373291016,11035800,0.0,0.0
2025-05-20 00:00:00-04:00,38.119998931884766,41.45000076293945,36.41999816894531,39.13999938964844,39.13999938964844,31145800,0.0,0.0
2025-05-21 00:00:00-04:00,38.70000076293945,41.400001525878906,38.25,38.91999816894531,38.91999816894531,17302400,0.0,0.0
2025-05-22 00:00:00-04:00,39.040000915527344,39.54999923706055,37.0,37.79999923706055,37.79999923706055,10928700,0.0,0.0
2025-05-23 00:00:00-04:00,36.20000076293945,39.20000076293945,35.79999923706055,38.59000015258789,38.59000015258789,10378900,0.0,0.0
2025-05-27 00:00:00-04:00,39.56999969482422,40.09000015258789,38.029998779296875,39.81999969482422,39.81999969482422,9224300,0.0,0.0
2025-05-28 00:00:00-04:00,40.150001525878906,40.900001525878906,38.70000076293945,39.599998474121094,39.599998474121094,7801800,0.0,0.0
2025-05-29 00:00:00-04:00,41.25,41.79999923706055,37.599998474121094,38.040000915527344,38.040000915527344,11182600,0.0,0.0
2025-05-30 00:00:00-04:00,37.470001220703125,38.18000030517578,36.0099983215332,36.75,36.75,8109500,0.0,0.0
2025-06-02 00:00:00-04:00,34.82500076293945,36.040000915527344,34.720001220703125,36.02000045776367,36.02000045776367,17309200,0.0,0.0
2025-06-03 00:00:00-04:00,36.65999984741211,37.97999954223633,35.720001220703125,37.27000045776367,37.27000045776367,12101600,0.0,0.0
2025-06-04 00:00:00-04:00,37.935001373291016,40.400001525878906,37.119998931884766,39.38999938964844,39.38999938964844,14745600,0.0,0.0
2025-06-05 00:00:00-04:00,41.41999816894531,49.72999954223633,41.400001525878906,46.29999923706055,46.29999923706055,58899400,0.0,0.0
2025-06-06 00:00:00-04:00,46.29499816894531,48.56999969482422,45.40999984741211,48.279998779296875,48.279998779296875,19955700,0.0,0.0
2025-06-09 00:00:00-04:00,50.26499938964844,55.040000915527344,49.540000915527344,52.58000183105469,52.58000183105469,33822200,0.0,0.0
2025-06-10 00:00:00-04:00,51.0,52.59000015258789,49.150001525878906,52.5099983215332,52.5099983215332,21894600,0.0,0.0
2025-06-11 00:00:00-04:00,52.52000045776367,53.2599983215332,49.83000183105469,50.56999969482422,50.56999969482422,14439400,0.0,0.0
2025-06-12 00:00:00-04:00,50.26499938964844,51.970001220703125,48.81999969482422,50.279998779296875,50.279998779296875,12573600,0.0,0.0
2025-06-13 00:00:00-04:00,48.63999938964844,49.72999954223633,46.880001068115234,47.130001068115234,47.130001068115234,14336500,0.0,0.0
2025-06-16 00:00:00-04:00,48.0,51.81999969482422,47.88999938964844,50.459999084472656,50.459999084472656,14505300,0.0,0.0
2025-06-17 00:00:00-04:00,49.849998474121094,50.060001373291016,47.65999984741211,48.33000183105469,48.33000183105469,11504800,0.0,0.0
2025-06-18 00:00:00-04:00,48.625,50.349998474121094,47.689998626708984,48.31999969482422,48.31999969482422,10999800,0.0,0.0
2025-06-20 00:00:00-04:00,48.65999984741211,49.7400016784668,46.880001068115234,47.970001220703125,47.970001220703125,12670700,0.0,0.0
2025-06-23 00:00:00-04:00,47.0,48.29999923706055,45.02000045776367,47.47999954223633,47.47999954223633,12396000,0.0,0.0
2025-06-24 00:00:00-04:00,49.0,53.0,48.97999954223633,51.02000045776367,51.02000045776367,18080900,0.0,0.0
2025-06-25 00:00:00-04:00,53.275001525878906,54.59000015258789,48.04999923706055,48.52000045776367,48.52000045776367,14092800,0.0,0.0
2025-06-26 00:00:00-04:00,49.56999969482422,53.15999984741211,48.540000915527344,52.599998474121094,52.599998474121094,11533100,0.0,0.0
2025-06-27 00:00:00-04:00,53.0099983215332,53.41999816894531,50.599998474121094,51.84000015258789,51.84000015258789,8978100,0.0,0.0
2025-06-30 00:00:00-04:00,53.34000015258789,55.75,52.150001525878906,55.33000183105469,55.33000183105469,13852500,0.0,0.0
2025-07-01 00:00:00-04:00,54.599998474121094,55.380001068115234,49.76599884033203,50.310001373291016,50.310001373291016,14286400,0.0,0.0
2025-07-02 00:00:00-04:00,50.255001068115234,51.20000076293945,48.88199996948242,49.970001220703125,49.970001220703125,8151100,0.0,0.0
2025-07-03 00:00:00-04:00,50.9900016784668,50.9900016784668,49.79999923706055,50.25,50.25,5143300,0.0,0.0
2025-07-07 00:00:00-04:00,49.32500076293945,49.334999084472656,47.220001220703125,47.84000015258789,47.84000015258789,9432600,0.0,0.0
2025-07-08 00:00:00-04:00,48.099998474121094,48.54999923706055,46.650001525878906,47.099998474121094,47.099998474121094,8447800,0.0,0.0
2025-07-09 00:00:00-04:00,47.400001525878906,48.79999923706055,45.810001373291016,46.04999923706055,46.04999923706055,10148700,0.0,0.0
2025-07-10 00:00:00-04:00,46.5,47.23500061035156,45.25,46.43000030517578,46.43000030517578,8476000,0.0,0.0
2025-07-11 00:00:00-04:00,46.51499938964844,47.60499954223633,43.88999938964844,44.29999923706055,44.29999923706055,9198200,0.0,0.0
2025-07-14 00:00:00-04:00,48.93000030517578,52.209999084472656,48.79999923706055,51.95000076293945,51.95000076293945,24405100,0.0,0.0
2025-07-15 00:00:00-04:00,52.32500076293945,55.43000030517578,51.02000045776367,53.529998779296875,53.529998779296875,18454800,0.0,0.0
2025-07-16 00:00:00-04:00,53.58000183105469,53.650001525878906,50.119998931884766,53.310001373291016,53.310001373291016,11086400,0.0,0.0
2025-07-17 00:00:00-04:00,53.810001373291016,56.15999984741211,52.71200180053711,53.689998626708984,53.689998626708984,10876400,0.0,0.0
2025-07-18 00:00:00-04:00,54.650001525878906,54.79999923706055,51.0099983215332,52.790000915527344,52.790000915527344,9593800,0.0,0.0
2025-07-21 00:00:00-04:00,53.709999084472656,58.16400146484375,51.880001068115234,52.369998931884766,52.369998931884766,19795700,0.0,0.0
2025-07-22 00:00:00-04:00,52.150001525878906,52.29999923706055,49.0,51.0099983215332,51.0099983215332,9913900,0.0,0.0
2025-07-23 00:00:00-04:00,51.20000076293945,52.040000915527344,50.439998626708984,51.880001068115234,51.880001068115234,7288500,0.0,0.0
2025-07-24 00:00:00-04:00,53.279998779296875,53.779998779296875,51.02000045776367,52.15999984741211,52.15999984741211,7220700,0.0,0.0
2025-07-25 00:00:00-04:00,52.52000045776367,52.7599983215332,51.31999969482422,51.369998931884766,51.369998931884766,6237600,0.0,0.0
2025-07-28 00:00:00-04:00,51.689998626708984,52.80500030517578,50.55400085449219,52.75,52.75,8599500,0.0,0.0
2025-07-29 00:00:00-04:00,53.290000915527344,54.70000076293945,50.0,50.400001525878906,50.400001525878906,10638300,0.0,0.0
2025-07-30 00:00:00-04:00,50.880001068115234,52.5,50.25,51.290000915527344,51.290000915527344,8009400,0.0,0.0
2025-07-31 00:00:00-04:00,53.33000183105469,57.130001068115234,52.900001525878906,54.43000030517578,54.43000030517578,22905500,0.0,0.0
2025-08-01 00:00:00-04:00,51.970001220703125,53.72999954223633,50.097999572753906,52.0,52.0,11719100,0.0,0.0
2025-08-04 00:00:00-04:00,52.9900016784668,54.529998779296875,52.880001068115234,54.16999816894531,54.16999816894531,7096100,0.0,0.0
2025-08-05 00:00:00-04:00,55.845001220703125,56.45000076293945,53.53799819946289,55.16999816894531,55.16999816894531,8585100,0.0,0.0
2025-08-06 00:00:00-04:00,55.88999938964844,55.88999938964844,53.95000076293945,55.09000015258789,55.09000015258789,9731100,0.0,0.0
2025-08-07 00:00:00-04:00,64.37000274658203,70.54000091552734,63.380001068115234,65.30999755859375,65.30999755859375,44065000,0.0,0.0
2025-08-08 00:00:00-04:00,68.17500305175781,71.48999786376953,66.44999694824219,68.77999877929688,68.77999877929688,18451900,0.0,0.0
2025-08-11 00:00:00-04:00,69.9000015258789,75.95999908447266,69.16000366210938,70.23999786376953,70.23999786376953,21552700,0.0,0.0
2025-08-12 00:00:00-04:00,73.42500305175781,75.91899871826172,72.0,75.33000183105469,75.33000183105469,16106400,0.0,0.0
2025-08-13 00:00:00-04:00,75.08000183105469,75.20999908447266,69.08000183105469,70.62999725341797,70.62999725341797,18701900,0.0,0.0
2025-08-14 00:00:00-04:00,69.75,71.5199966430664,67.0999984741211,68.45999908447266,68.45999908447266,13114000,0.0,0.0
2025-08-15 00:00:00-04:00,68.30000305175781,71.97000122070312,67.30999755859375,71.62000274658203,71.62000274658203,9237600,0.0,0.0
2025-08-18 00:00:00-04:00,71.44000244140625,72.58999633789062,68.2699966430664,72.54000091552734,72.54000091552734,10007000,0.0,0.0
2025-08-19 00:00:00-04:00,71.75,71.75,66.19999694824219,67.19000244140625,67.19000244140625,12276300,0.0,0.0
2025-08-20 00:00:00-04:00,65.18499755859375,67.5,62.0099983215332,67.47000122070312,67.47000122070312,14162800,0.0,0.0
2025-08-21 00:00:00-04:00,68.26000213623047,68.26000213623047,65.44999694824219,66.18000030517578,66.18000030517578,8019200,0.0,0.0
2025-08-22 00:00:00-04:00,65.51000213623047,69.68000030517578,64.61100006103516,68.9800033569336,68.9800033569336,11017200,0.0,0.0
2025-08-25 00:00:00-04:00,69.45999908447266,70.73999786376953,67.25,70.0199966430664,70.0199966430664,7898700,0.0,0.0
2025-08-26 00:00:00-04:00,70.29000091552734,72.80000305175781,69.30999755859375,70.4800033569336,70.4800033569336,7516500,0.0,0.0
2025-08-27 00:00:00-04:00,71.5,71.7979965209961,68.6520004272461,70.0999984741211,70.0999984741211,6471400,0.0,0.0
2025-08-28 00:00:00-04:00,70.93000030517578,73.5,70.19999694824219,72.04000091552734,72.04000091552734,8909400,0.0,0.0
2025-08-29 00:00:00-04:00,71.54499816894531,71.69000244140625,67.5999984741211,68.31999969482422,68.31999969482422,7594300,0.0,0.0
2025-09-02 00:00:00-04:00,65.9000015258789,67.87899780273438,64.11000061035156,65.72000122070312,65.72000122070312,9333000,0.0,0.0
2025-09-03 00:00:00-04:00,66.87999725341797,67.0,64.83100128173828,65.6500015258789,65.6500015258789,6506200,0.0,0.0
2025-09-04 00:00:00-04:00,65.44499969482422,66.5,64.41000366210938,64.91000366210938,64.91000366210938,5473300,0.0,0.0
2025-09-05 00:00:00-04:00,66.5,67.38999938964844,63.2599983215332,65.47000122070312,65.47000122070312,5811700,0.0,0.0
2025-09-08 00:00:00-04:00,64.66999816894531,66.63999938964844,63.79999923706055,64.05999755859375,64.05999755859375,23050000,0.0,0.0
2025-09-09 00:00:00-04:00,97.19999694824219,98.68000030517578,86.12000274658203,95.72000122070312,95.72000122070312,88378300,0.0,0.0
2025-09-10 00:00:00-04:00,91.63999938964844,100.51000213623047,91.0,93.38999938964844,93.38999938964844,44690600,0.0,0.0
2025-09-11 00:00:00-04:00,92.66999816894531,93.87000274658203,88.41500091552734,89.19000244140625,89.19000244140625,37580600,0.0,0.0
2025-09-12 00:00:00-04:00,91.19000244140625,92.0,86.77999877929688,90.41000366210938,90.41000366210938,22844700,0.0,0.0
2025-09-15 00:00:00-04:00,92.61000061035156,94.41999816894531,88.83999633789062,90.95999908447266,90.95999908447266,19391500,0.0,0.0
2025-09-16 00:00:00-04:00,91.19999694824219,91.30000305175781,88.0199966430664,89.43000030517578,89.43000030517578,11737300,0.0,0.0
2025-09-17 00:00:00-04:00,91.66999816894531,95.0,88.83000183105469,94.08000183105469,94.08000183105469,24500300,0.0,0.0
2025-09-18 00:00:00-04:00,95.07499694824219,97.68000030517578,92.02999877929688,94.12000274658203,94.12000274658203,18068500,0.0,0.0
2025-09-19 00:00:00-04:00,94.13999938964844,99.55000305175781,93.25,99.30999755859375,99.30999755859375,18649300,0.0,0.0
2025-09-22 00:00:00-04:00,101.94999694824219,108.58000183105469,98.5199966430664,106.5999984741211,106.5999984741211,24365200,0.0,0.0
2025-09-23 00:00:00-04:00,108.04000091552734,109.9800033569336,104.25,107.80000305175781,107.80000305175781,16693500,0.0,0.0
2025-09-24 00:00:00-04:00,109.13500213623047,114.8499984741211,104.8499984741211,113.2300033569336,113.2300033569336,25341200,0.0,0.0
2025-09-25 00:00:00-04:00,108.05500030517578,114.08000183105469,105.87999725341797,107.94000244140625,107.94000244140625,19658800,0.0,0.0
2025-09-26 00:00:00-04:00,109.93000030517578,109.98999786376953,102.80000305175781,107.69999694824219,107.69999694824219,14915100,0.0,0.0
2025-09-29 00:00:00-04:00,109.37999725341797,112.5199966430664,108.33000183105469,110.22000122070312,110.22000122070312,12067000,0.0,0.0
2025-09-30 00:00:00-04:00,113.44499969482422,117.6500015258789,111.66000366210938,112.2699966430664,112.2699966430664,20425100,0.0,0.0
2025-10-01 00:00:00-04:00,111.71499633789062,115.87999725341797,109.76000213623047,115.61000061035156,115.61000061035156,12008100,0.0,0.0
2025-10-02 00:00:00-04:00,123.7699966430664,126.73999786376953,118.56999969482422,125.87000274658203,125.87000274658203,26887700,0.0,0.0
2025-10-03 00:00:00-04:00,127.23500061035156,132.97900390625,123.5999984741211,127.9800033569336,127.9800033569336,21351300,0.0,0.0
2025-10-06 00:00:00-04:00,132.39999389648438,135.75999450683594,124.93000030517578,124.94000244140625,124.94000244140625,16311100,0.0,0.0
2025-10-07 00:00:00-04:00,127.82499694824219,128.27999877929688,115.72000122070312,117.69999694824219,117.69999694824219,19574000,0.0,0.0
2025-10-08 00:00:00-04:00,121.19999694824219,125.30999755859375,117.5,122.0,122.0,18005900,0.0,0.0
2025-10-09 00:00:00-04:00,120.9800033569336,133.32000732421875,119.87000274658203,132.63999938964844,132.63999938964844,18124600,0.0,0.0
2025-10-10 00:00:00-04:00,134.9499969482422,141.10000610351562,128.00999450683594,129.5800018310547,129.5800018310547,28268500,0.0,0.0
2025-10-13 00:00:00-04:00,135.2100067138672,138.52999877929688,132.64999389648438,135.4600067138672,135.4600067138672,12788900,0.0,0.0
2025-10-14 00:00:00-04:00,132.0,133.78399658203125,125.75,128.14999389648438,128.14999389648438,13109200,0.0,0.0
2025-10-15 00:00:00-04:00,131.89999389648438,131.99000549316406,122.19999694824219,125.83000183105469,125.83000183105469,11708300,0.0,0.0
2025-10-16 00:00:00-04:00,128.08999633789062,130.97000122070312,122.0199966430664,123.04000091552734,123.04000091552734,14207700,0.0,0.0
2025-10-17 00:00:00-04:00,118.05999755859375,120.572998046875,110.87999725341797,113.44000244140625,113.44000244140625,21366500,0.0,0.0
2025-10-20 00:00:00-04:00,116.79000091552734,117.47000122070312,107.51000213623047,109.0,109.0,17799500,0.0,0.0
2025-10-21 00:00:00-04:00,107.87999725341797,108.18000030517578,101.4000015258789,104.27999877929688,104.27999877929688,18455900,0.0,0.0
2025-10-22 00:00:00-04:00,106.67500305175781,107.80000305175781,94.62999725341797,98.62000274658203,98.62000274658203,26631500,0.0,0.0
2025-10-23 00:00:00-04:00,100.33000183105469,106.62000274658203,99.45999908447266,106.16000366210938,106.16000366210938,15803800,0.0,0.0
2025-10-24 00:00:00-04:00,111.16000366210938,117.44999694824219,110.01000213623047,117.26000213623047,117.26000213623047,17411900,0.0,0.0
2025-10-27 00:00:00-04:00,120.91000366210938,126.5,120.11000061035156,125.43000030517578,125.43000030517578,16809800,0.0,0.0
2025-10-28 00:00:00-04:00,126.43499755859375,129.02999877929688,120.77999877929688,121.83000183105469,121.83000183105469,13455500,0.0,0.0
